PURCHASEORDERID;ORDERDATE;PURCHASEORDERDETAILID;ORDERQTY;PRODUCTID
3480;27/06/2014;7686;550;679
3481;27/06/2014;7687;550;507
3481;27/06/2014;7688;550;508
3484;27/06/2014;7693;550;935
3484;27/06/2014;7694;550;936
3486;27/06/2014;7708;550;476
3486;27/06/2014;7709;550;477
3486;27/06/2014;7710;550;478
3486;27/06/2014;7711;550;479
3488;27/06/2014;7713;550;510
3488;27/06/2014;7714;550;511
3488;27/06/2014;7715;550;512
3489;27/06/2014;7720;550;914
3490;27/06/2014;7721;550;525
3491;27/06/2014;7722;550;526
3492;27/06/2014;7723;550;908
3492;27/06/2014;7724;550;909
3494;28/06/2014;7727;550;935
3494;28/06/2014;7728;550;936
3495;28/06/2014;7729;550;524
3496;28/06/2014;7730;550;911
3496;28/06/2014;7731;550;912
3497;28/06/2014;7732;550;910
3498;28/06/2014;7733;550;937
3501;28/06/2014;7740;550;510
3501;28/06/2014;7741;550;511
3502;28/06/2014;7742;550;527
3503;28/06/2014;7743;550;509
3505;30/06/2014;7746;550;523
3510;30/06/2014;7755;550;938
3510;30/06/2014;7756;550;939
3516;30/06/2014;7765;550;513
3518;30/06/2014;7772;550;931
3518;30/06/2014;7773;550;932
3518;30/06/2014;7774;550;933
3518;30/06/2014;7775;550;934
3521;01/07/2014;7781;550;931
3521;01/07/2014;7782;550;932
3523;01/07/2014;7785;550;930
3524;01/07/2014;7786;550;332
3525;01/07/2014;7787;550;948
3525;01/07/2014;7788;550;907
3526;01/07/2014;7789;1250;325
3526;01/07/2014;7790;1250;326
3528;01/07/2014;7794;550;930
3528;01/07/2014;7795;550;921
3530;01/07/2014;7797;550;933
3530;01/07/2014;7798;550;934
3530;01/07/2014;7799;550;922
3531;01/07/2014;7800;550;319
3532;01/07/2014;7801;550;928
3532;01/07/2014;7802;550;929
3533;01/07/2014;7803;550;319
3538;02/07/2014;7814;550;530
3540;02/07/2014;7816;550;512
3541;02/07/2014;7817;550;513
3542;02/07/2014;7818;550;317
3542;02/07/2014;7819;550;318
3547;02/07/2014;7832;550;941
3552;02/07/2014;7839;550;523
3552;02/07/2014;7840;550;524
3554;03/07/2014;7844;550;908
3554;03/07/2014;7845;550;909
3556;03/07/2014;7847;550;351
3556;03/07/2014;7848;550;352
3556;03/07/2014;7849;550;679
3557;03/07/2014;7850;550;507
3557;03/07/2014;7851;550;508
3558;03/07/2014;7852;550;355
3558;03/07/2014;7853;550;940
3558;03/07/2014;7854;550;535
3559;03/07/2014;7855;550;351
3559;03/07/2014;7856;550;352
3559;03/07/2014;7857;550;679
3560;03/07/2014;7858;550;507
3560;03/07/2014;7859;550;508
3563;03/07/2014;7863;550;935
3563;03/07/2014;7864;550;936
3565;03/07/2014;7867;550;480
3565;03/07/2014;7868;550;481
3565;03/07/2014;7869;550;482
3565;03/07/2014;7870;550;483
3565;03/07/2014;7871;550;484
3565;03/07/2014;7872;550;485
3565;03/07/2014;7873;550;486
3565;03/07/2014;7874;550;487
3565;03/07/2014;7875;550;488
3565;03/07/2014;7876;550;489
3567;03/07/2014;7878;550;510
3567;03/07/2014;7879;550;511
3567;03/07/2014;7880;550;512
3568;03/07/2014;7881;550;915
3568;03/07/2014;7882;550;916
3569;04/07/2014;7883;550;525
3570;04/07/2014;7884;550;526
3571;04/07/2014;7885;550;913
3573;04/07/2014;7888;550;935
3573;04/07/2014;7889;550;936
3574;04/07/2014;7890;550;524
3575;04/07/2014;7891;550;911
3575;04/07/2014;7892;550;912
3576;04/07/2014;7893;550;910
3577;04/07/2014;7894;550;937
3580;04/07/2014;7901;550;510
3580;04/07/2014;7902;550;511
3581;04/07/2014;7903;550;527
3582;04/07/2014;7904;550;938
3582;04/07/2014;7905;550;939
3584;04/07/2014;7909;550;523
3589;07/07/2014;7915;550;938
3589;07/07/2014;7916;550;939
3595;07/07/2014;7928;550;513
3597;07/07/2014;7933;550;931
3597;07/07/2014;7934;550;932
3597;07/07/2014;7935;550;933
3597;07/07/2014;7936;550;934
3600;07/07/2014;7947;550;931
3600;07/07/2014;7948;550;932
3602;08/07/2014;7951;550;928
3602;08/07/2014;7952;550;929
3603;08/07/2014;7953;550;332
3604;08/07/2014;7954;550;948
3604;08/07/2014;7955;550;907
3605;08/07/2014;7956;1250;325
3605;08/07/2014;7957;1250;326
3607;08/07/2014;7961;550;930
3607;08/07/2014;7962;550;921
3609;08/07/2014;7964;550;923
3610;08/07/2014;7965;550;317
3610;08/07/2014;7966;550;318
3610;08/07/2014;7967;550;319
3611;08/07/2014;7968;550;928
3611;08/07/2014;7969;550;929
3612;08/07/2014;7970;550;319
3617;09/07/2014;7980;550;530
3619;09/07/2014;7982;550;512
3620;09/07/2014;7983;550;513
3621;09/07/2014;7984;550;319
3626;09/07/2014;8006;550;941
3631;09/07/2014;8013;550;523
3631;09/07/2014;8014;550;524
3633;10/07/2014;8017;550;910
3633;10/07/2014;8018;550;911
3633;10/07/2014;8019;550;912
3635;10/07/2014;8021;550;351
3635;10/07/2014;8022;550;352
3635;10/07/2014;8023;550;679
3636;10/07/2014;8024;550;507
3636;10/07/2014;8025;550;508
3637;10/07/2014;8026;550;355
3637;10/07/2014;8027;550;940
3637;10/07/2014;8028;550;535
3638;10/07/2014;8029;550;351
3638;10/07/2014;8030;550;352
3638;10/07/2014;8031;550;679
3639;10/07/2014;8032;550;507
3639;10/07/2014;8033;550;508
3642;10/07/2014;8037;550;935
3642;10/07/2014;8038;550;936
3644;10/07/2014;8042;550;476
3644;10/07/2014;8043;550;477
3646;10/07/2014;8045;550;510
3646;10/07/2014;8046;550;511
3646;10/07/2014;8047;550;512
3648;10/07/2014;8054;550;525
3649;11/07/2014;8055;550;526
3650;11/07/2014;8056;550;908
3650;11/07/2014;8057;550;909
3650;11/07/2014;8058;550;913
3652;11/07/2014;8061;550;935
3652;11/07/2014;8062;550;936
3653;11/07/2014;8063;550;524
3654;11/07/2014;8064;550;911
3654;11/07/2014;8065;550;912
3655;11/07/2014;8066;550;910
3656;11/07/2014;8067;550;937
3659;11/07/2014;8072;550;510
3659;11/07/2014;8073;550;511
3660;11/07/2014;8074;550;527
3661;11/07/2014;8075;550;509
3663;11/07/2014;8078;550;523
3668;12/07/2014;8085;550;938
3668;12/07/2014;8086;550;939
3674;12/07/2014;8096;550;513
3676;12/07/2014;8101;550;931
3676;12/07/2014;8102;550;932
3676;12/07/2014;8103;550;933
3676;12/07/2014;8104;550;934
3679;12/07/2014;8112;550;931
3679;12/07/2014;8113;550;932
3681;14/07/2014;8117;550;930
3682;14/07/2014;8118;550;332
3683;14/07/2014;8119;550;948
3683;14/07/2014;8120;550;907
3684;14/07/2014;8121;1250;325
3684;14/07/2014;8122;1250;326
3686;14/07/2014;8126;550;930
3686;14/07/2014;8127;550;921
3688;14/07/2014;8129;550;933
3688;14/07/2014;8130;550;934
3688;14/07/2014;8131;550;922
3688;14/07/2014;8132;550;923
3689;14/07/2014;8133;550;317
3689;14/07/2014;8134;550;318
3689;14/07/2014;8135;550;319
3690;14/07/2014;8136;550;928
3690;14/07/2014;8137;550;929
3691;14/07/2014;8138;550;319
3696;14/07/2014;8144;550;530
3698;15/07/2014;8146;550;512
3699;15/07/2014;8147;550;513
3700;15/07/2014;8148;550;317
3700;15/07/2014;8149;550;318
3700;15/07/2014;8150;550;319
3705;15/07/2014;8160;550;941
3710;15/07/2014;8167;550;523
3710;15/07/2014;8168;550;524
3712;15/07/2014;8172;550;913
3712;15/07/2014;8173;550;914
3714;16/07/2014;8175;550;351
3714;16/07/2014;8176;550;352
3715;16/07/2014;8177;550;507
3715;16/07/2014;8178;550;508
3716;16/07/2014;8179;550;355
3716;16/07/2014;8180;550;940
3716;16/07/2014;8181;550;535
3717;16/07/2014;8182;550;351
3717;16/07/2014;8183;550;352
3717;16/07/2014;8184;550;679
3718;16/07/2014;8185;550;507
3718;16/07/2014;8186;550;508
3721;16/07/2014;8191;550;935
3721;16/07/2014;8192;550;936
3723;16/07/2014;8195;550;478
3723;16/07/2014;8196;550;479
3723;16/07/2014;8197;550;480
3725;16/07/2014;8199;550;510
3725;16/07/2014;8200;550;511
3725;16/07/2014;8201;550;512
3726;16/07/2014;8203;550;914
3726;16/07/2014;8204;550;915
3726;16/07/2014;8205;550;916
3727;16/07/2014;8206;550;525
3728;16/07/2014;8207;550;526
3729;17/07/2014;8208;550;908
3729;17/07/2014;8209;550;909
3729;17/07/2014;8210;550;913
3731;17/07/2014;8213;550;935
3731;17/07/2014;8214;550;936
3732;17/07/2014;8215;550;524
3733;17/07/2014;8216;550;911
3733;17/07/2014;8217;550;912
3734;17/07/2014;8218;550;910
3735;17/07/2014;8219;550;937
3738;17/07/2014;8225;550;510
3738;17/07/2014;8226;550;511
3739;17/07/2014;8227;550;527
3740;17/07/2014;8228;550;938
3740;17/07/2014;8229;550;939
3740;17/07/2014;8230;550;509
3742;17/07/2014;8234;550;523
3747;18/07/2014;8242;550;938
3747;18/07/2014;8243;550;939
3753;18/07/2014;8257;550;513
3755;18/07/2014;8260;550;931
3755;18/07/2014;8261;550;932
3755;18/07/2014;8262;550;933
3755;18/07/2014;8263;550;934
3758;18/07/2014;8274;550;931
3758;18/07/2014;8275;550;932
3760;18/07/2014;8281;550;928
3760;18/07/2014;8282;550;929
3760;18/07/2014;8283;550;930
3761;19/07/2014;8284;550;332
3762;19/07/2014;8285;550;948
3762;19/07/2014;8286;550;907
3763;19/07/2014;8287;1250;325
3763;19/07/2014;8288;1250;326
3765;19/07/2014;8291;550;930
3765;19/07/2014;8292;550;921
3767;19/07/2014;8294;550;933
3767;19/07/2014;8295;550;934
3767;19/07/2014;8296;550;922
3767;19/07/2014;8297;550;923
3768;19/07/2014;8298;550;317
3768;19/07/2014;8299;550;318
3768;19/07/2014;8300;550;319
3769;19/07/2014;8301;550;928
3769;19/07/2014;8302;550;929
3770;19/07/2014;8303;550;319
3775;19/07/2014;8312;550;530
3777;21/07/2014;8314;550;512
3778;21/07/2014;8315;550;513
3779;21/07/2014;8316;550;317
3779;21/07/2014;8317;550;318
3779;21/07/2014;8318;550;319
3784;21/07/2014;8331;550;941
3789;21/07/2014;8338;550;523
3789;21/07/2014;8339;550;524
3791;21/07/2014;8343;550;915
3791;21/07/2014;8344;550;916
3793;22/07/2014;8346;550;679
3794;22/07/2014;8347;550;507
3794;22/07/2014;8348;550;508
3795;22/07/2014;8349;550;355
3795;22/07/2014;8350;550;940
3795;22/07/2014;8351;550;535
3796;22/07/2014;8352;550;351
3796;22/07/2014;8353;550;352
3796;22/07/2014;8354;550;679
3797;22/07/2014;8355;550;507
3797;22/07/2014;8356;550;508
3800;22/07/2014;8363;550;935
3800;22/07/2014;8364;550;936
3802;22/07/2014;8369;550;481
3802;22/07/2014;8370;550;482
3804;22/07/2014;8372;550;510
3804;22/07/2014;8373;550;511
3805;22/07/2014;8381;550;914
3805;22/07/2014;8382;550;915
3805;22/07/2014;8383;550;916
3806;22/07/2014;8384;550;525
3807;22/07/2014;8385;550;526
3808;22/07/2014;8386;550;908
3808;22/07/2014;8387;550;909
3808;22/07/2014;8388;550;913
3810;23/07/2014;8391;550;935
3810;23/07/2014;8392;550;936
3811;23/07/2014;8393;550;524
3812;23/07/2014;8394;550;911
3812;23/07/2014;8395;550;912
3813;23/07/2014;8396;550;910
3814;23/07/2014;8397;550;937
3817;23/07/2014;8408;550;510
3817;23/07/2014;8409;550;511
3818;23/07/2014;8410;550;527
3819;23/07/2014;8411;550;938
3819;23/07/2014;8412;550;939
3819;23/07/2014;8413;550;509
3821;23/07/2014;8417;550;523
3826;24/07/2014;8424;550;938
3826;24/07/2014;8425;550;939
3832;24/07/2014;8438;550;513
3834;24/07/2014;8442;550;931
3834;24/07/2014;8443;550;932
3837;24/07/2014;8448;550;931
3837;24/07/2014;8449;550;932
3839;24/07/2014;8451;550;928
3839;24/07/2014;8452;550;929
3839;24/07/2014;8453;550;930
3840;24/07/2014;8454;550;332
3841;25/07/2014;8455;550;948
3841;25/07/2014;8456;550;907
3842;25/07/2014;8457;1250;325
3842;25/07/2014;8458;1250;326
3844;25/07/2014;8460;550;930
3844;25/07/2014;8461;550;921
3846;25/07/2014;8463;550;933
3846;25/07/2014;8464;550;934
3846;25/07/2014;8465;550;922
3846;25/07/2014;8466;550;923
3847;25/07/2014;8467;550;317
3847;25/07/2014;8468;550;318
3847;25/07/2014;8469;550;319
3848;25/07/2014;8470;550;928
3848;25/07/2014;8471;550;929
3849;25/07/2014;8472;550;319
3854;25/07/2014;8481;550;530
3856;25/07/2014;8483;550;512
3857;26/07/2014;8484;550;513
3858;26/07/2014;8485;550;317
3858;26/07/2014;8486;550;318
3858;26/07/2014;8487;550;319
3863;26/07/2014;8499;550;941
3868;26/07/2014;8505;550;523
3868;26/07/2014;8506;550;524
3870;26/07/2014;8509;550;908
3870;26/07/2014;8510;550;909
3870;26/07/2014;8511;550;910
3872;26/07/2014;8513;550;351
3872;26/07/2014;8514;550;352
3873;27/07/2014;8515;550;507
3873;27/07/2014;8516;550;508
3874;27/07/2014;8517;550;355
3874;27/07/2014;8518;550;940
3875;27/07/2014;8519;550;351
3875;27/07/2014;8520;550;352
3875;27/07/2014;8521;550;679
3876;27/07/2014;8522;550;507
3876;27/07/2014;8523;550;508
3879;27/07/2014;8526;550;935
3879;27/07/2014;8527;550;936
3881;27/07/2014;8531;550;483
3881;27/07/2014;8532;550;484
3881;27/07/2014;8533;550;485
3881;27/07/2014;8534;550;486
3883;27/07/2014;8536;550;512
3885;27/07/2014;8539;550;525
3886;27/07/2014;8540;550;526
3887;27/07/2014;8541;550;908
3887;27/07/2014;8542;550;909
3887;27/07/2014;8543;550;913
3889;28/07/2014;8546;550;935
3889;28/07/2014;8547;550;936
3890;28/07/2014;8548;550;524
3891;28/07/2014;8549;550;911
3891;28/07/2014;8550;550;912
3892;28/07/2014;8551;550;910
3893;28/07/2014;8552;550;937
3896;28/07/2014;8556;550;510
3896;28/07/2014;8557;550;511
3897;28/07/2014;8558;550;527
3898;28/07/2014;8559;550;938
3898;28/07/2014;8560;550;939
3898;28/07/2014;8561;550;509
3900;28/07/2014;8564;550;523
3905;29/07/2014;8573;550;938
3905;29/07/2014;8574;550;939
3911;29/07/2014;8590;550;513
3913;29/07/2014;8593;550;933
3913;29/07/2014;8594;550;934
3916;29/07/2014;8606;550;931
3916;29/07/2014;8607;550;932
3918;29/07/2014;8614;550;928
3918;29/07/2014;8615;550;929
3918;29/07/2014;8616;550;930
3919;29/07/2014;8617;550;332
3920;29/07/2014;8618;550;948
3920;29/07/2014;8619;550;907
3921;30/07/2014;8620;1250;325
3921;30/07/2014;8621;1250;326
3923;30/07/2014;8624;550;930
3923;30/07/2014;8625;550;921
3925;30/07/2014;8627;550;933
3925;30/07/2014;8628;550;934
3925;30/07/2014;8629;550;922
3925;30/07/2014;8630;550;923
3926;30/07/2014;8631;550;317
3926;30/07/2014;8632;550;318
3926;30/07/2014;8633;550;319
3927;30/07/2014;8634;550;928
3927;30/07/2014;8635;550;929
3928;30/07/2014;8636;550;319
3933;30/07/2014;8643;550;530
3935;30/07/2014;8645;550;512
3936;30/07/2014;8646;550;513
3937;31/07/2014;8647;550;317
3937;31/07/2014;8648;550;318
3937;31/07/2014;8649;550;319
3942;31/07/2014;8664;550;941
3947;31/07/2014;8669;550;523
3947;31/07/2014;8670;550;524
3949;31/07/2014;8676;550;911
3949;31/07/2014;8677;550;912
3949;31/07/2014;8678;550;913
3949;31/07/2014;8679;550;914
3949;31/07/2014;8680;550;915
3951;31/07/2014;8682;550;679
3952;31/07/2014;8683;550;507
3952;31/07/2014;8684;550;508
3953;01/08/2014;8685;550;535
3954;01/08/2014;8686;550;351
3954;01/08/2014;8687;550;352
3955;01/08/2014;8688;550;507
3955;01/08/2014;8689;550;508
3958;01/08/2014;8697;550;935
3958;01/08/2014;8698;550;936
3960;01/08/2014;8704;550;487
3960;01/08/2014;8705;550;488
3960;01/08/2014;8706;550;489
3962;01/08/2014;8708;550;510
3962;01/08/2014;8709;550;511
3964;01/08/2014;8713;550;525
3965;01/08/2014;8714;550;526
3966;01/08/2014;8715;550;908
3966;01/08/2014;8716;550;909
3966;01/08/2014;8717;550;913
3968;01/08/2014;8720;550;935
3968;01/08/2014;8721;550;936
3969;02/08/2014;8722;550;524
3970;02/08/2014;8723;550;911
3970;02/08/2014;8724;550;912
3971;02/08/2014;8725;550;910
3972;02/08/2014;8726;550;937
3975;02/08/2014;8731;550;510
3975;02/08/2014;8732;550;511
3976;02/08/2014;8733;550;527
3977;02/08/2014;8734;550;938
3977;02/08/2014;8735;550;939
3977;02/08/2014;8736;550;509
3979;02/08/2014;8742;550;523
3984;02/08/2014;8750;550;938
3984;02/08/2014;8751;550;939
3990;03/08/2014;8764;550;513
3992;03/08/2014;8769;550;931
3992;03/08/2014;8770;550;932
3995;03/08/2014;8776;550;931
3995;03/08/2014;8777;550;932
3997;03/08/2014;8781;550;928
3997;03/08/2014;8782;550;929
3997;03/08/2014;8783;550;930
3998;03/08/2014;8784;550;332
3999;03/08/2014;8785;550;948
3999;03/08/2014;8786;550;907
4000;03/08/2014;8787;1250;325
4000;03/08/2014;8788;1250;326
4003;14/05/2014;8794;630;712
4003;14/05/2014;8795;600;713
4004;03/11/2013;8798;750;716
4007;01/03/2014;8807;5000;849
4007;01/03/2014;8808;5000;850
4007;01/03/2014;8809;5000;851
4007;01/03/2014;8810;750;852
4007;01/03/2014;8811;750;853
4007;01/03/2014;8812;750;854
4007;01/03/2014;8813;1050;855
4007;01/03/2014;8814;1000;856
4007;01/03/2014;8815;1000;857
4008;22/04/2014;8816;700;858
4008;22/04/2014;8817;700;859
4008;22/04/2014;8818;700;860
4008;22/04/2014;8819;900;861
4008;22/04/2014;8820;900;862
4008;22/04/2014;8821;900;863
4008;22/04/2014;8822;1250;864
4008;22/04/2014;8823;1250;865
4008;22/04/2014;8824;1250;866
4008;22/04/2014;8825;1250;865
4008;22/04/2014;8826;1250;866
4008;22/04/2014;8827;2000;867
4008;22/04/2014;8828;2000;868
4008;22/04/2014;8829;1250;865
4008;22/04/2014;8830;2000;869
4009;09/11/2013;8831;1500;870
4009;09/11/2013;8833;1000;872
4009;09/11/2013;8834;8000;873
4010;09/11/2013;8835;8000;874
4010;09/11/2013;8836;8000;875
4011;24/06/2014;8841;1000;880
4012;24/06/2014;8842;6000;881
4012;24/06/2014;8843;6000;882
4012;24/06/2014;8844;6000;883
4012;24/06/2014;8845;6000;884
