purchaseorderid;revisionnumber;status;employeeid;vendorid;shipmethodid;orderdate              ;shipdate               ;subtotal  ;taxamt   ;freight  ;modifieddate           
288;4;4;252;1592;2;08/02/2013;17/02/2013;97,97;7,84;2,4491;17/02/2013
289;4;4;259;1618;4;13/02/2013;22/02/2013;114,47;9,16;2,8618;22/02/2013
290;5;4;260;1612;4;13/02/2013;22/02/2013;132,65;10,61;3,3162;22/02/2013
291;4;4;258;1586;5;13/02/2013;22/02/2013;43878,45;3510,28;1096,9613;22/02/2013
292;4;4;250;1500;1;13/02/2013;22/02/2013;418,95;33,52;10,4738;22/02/2013
293;4;4;257;1656;4;13/02/2013;22/02/2013;389,66;31,17;9,7414;22/02/2013
294;4;3;261;1572;1;13/02/2013;22/02/2013;461,79;36,94;11,5448;22/02/2013
295;4;4;251;1562;4;13/02/2013;22/02/2013;9825,00;78,60;24,5613;22/02/2013
296;4;4;253;1662;2;13/02/2013;22/02/2013;37,08;2,97;0,9269;22/02/2013
297;5;4;255;1682;4;05/04/2013;14/04/2013;21558,08;1724,65;538,9519;14/04/2013
298;4;4;256;1686;5;05/04/2013;14/04/2013;688,87;55,11;17,2218;14/04/2013
299;4;4;259;1684;4;05/04/2013;14/04/2013;20980,58;1678,45;524,5144;14/04/2013
300;4;4;260;1534;4;05/04/2013;14/04/2013;372,65;29,81;9,3161;14/04/2013
301;4;4;258;1614;4;12/04/2013;21/04/2013;260,47;20,84;6,5118;21/04/2013
302;4;4;254;1588;5;12/04/2013;21/04/2013;40471,20;3237,70;1011,7800;21/04/2013
303;5;4;257;1622;5;12/04/2013;21/04/2013;414,86;33,19;10,3714;21/04/2013
304;4;3;261;1632;5;12/04/2013;21/04/2013;38421,08;3073,69;960,5269;21/04/2013
305;4;4;251;1608;5;24/04/2013;03/05/2013;5948,25;475,86;148,7063;03/05/2013
306;4;4;253;1576;5;24/04/2013;03/05/2013;91117,95;7289,44;2277,9488;03/05/2013
307;4;4;255;1590;1;24/04/2013;03/05/2013;525,00;42,00;13,1250;03/05/2013
308;4;4;256;1514;5;24/04/2013;03/05/2013;2003,68;160,29;50,0921;03/05/2013
309;4;4;259;1498;4;24/04/2013;03/05/2013;26455,28;2116,42;661,3819;03/05/2013
310;4;4;250;1674;2;24/04/2013;03/05/2013;944,37;75,55;23,6093;03/05/2013
311;4;4;258;1652;1;24/04/2013;03/05/2013;6993,53;559,48;174,8381;03/05/2013
312;4;4;254;1578;3;24/04/2013;03/05/2013;36122,63;2889,81;903,0656;03/05/2013
313;4;4;257;1538;5;24/04/2013;03/05/2013;37843,58;3027,49;946,0894;03/05/2013
314;4;3;261;1556;4;24/04/2013;03/05/2013;25531,28;2042,50;638,2819;03/05/2013
315;4;4;251;1554;4;24/04/2013;03/05/2013;111,07;8,89;2,7767;03/05/2013
316;4;4;253;1688;4;24/04/2013;03/05/2013;125,75;10,06;3,1437;03/05/2013
317;4;4;255;1580;5;24/04/2013;03/05/2013;150,79;12,06;3,7698;03/05/2013
318;4;4;256;1496;4;24/04/2013;03/05/2013;235,90;18,87;5,8976;03/05/2013
319;4;4;259;1494;2;24/04/2013;03/05/2013;8847,30;707,78;221,1825;03/05/2013
320;4;4;260;1650;5;24/04/2013;03/05/2013;171,08;13,69;4,2769;03/05/2013
321;4;4;250;1654;4;25/04/2013;04/05/2013;20397,30;1631,78;509,9325;04/05/2013
322;7;4;254;1664;3;25/04/2013;04/05/2013;14628,08;1170,25;365,7019;04/05/2013
323;4;4;257;1678;4;25/04/2013;04/05/2013;25334,93;2026,79;6331,0000;04/05/2013
324;5;3;261;1616;5;25/04/2013;04/05/2013;278,52;22,28;6,9631;04/05/2013
325;4;4;251;1492;4;25/04/2013;04/05/2013;1497,51;119,80;37,4378;04/05/2013
326;4;4;253;1602;5;25/04/2013;04/05/2013;1796,04;143,68;44,9009;04/05/2013
327;4;4;255;1540;4;25/04/2013;04/05/2013;738,99;59,12;18,4748;04/05/2013
328;6;4;256;1628;5;25/04/2013;04/05/2013;34644,23;2771,54;866,1056;04/05/2013
329;4;4;259;1604;4;25/04/2013;04/05/2013;1839,51;147,16;45,9876;04/05/2013
330;5;4;260;1690;5;25/04/2013;04/05/2013;146,29;11,70;3,6572;04/05/2013
331;4;4;258;1566;5;25/04/2013;04/05/2013;102,56;8,21;2,5641;04/05/2013
332;4;4;254;1698;5;25/04/2013;04/05/2013;150,79;12,06;3,7698;04/05/2013
333;4;4;257;1560;5;25/04/2013;04/05/2013;13669,43;1093,55;341,7356;04/05/2013
334;4;3;261;1692;5;25/04/2013;04/05/2013;6444,90;515,59;161,1225;04/05/2013
335;6;4;251;1696;2;25/04/2013;04/05/2013;152581,28;12206,50;3814,5319;04/05/2013
336;5;4;253;1504;1;25/04/2013;04/05/2013;551,88;44,15;13,7970;04/05/2013
337;4;4;255;1544;1;09/05/2013;18/05/2013;6987,75;559,02;174,6938;18/05/2013
338;4;4;256;1530;2;09/05/2013;18/05/2013;28072,28;2245,78;701,8069;18/05/2013
339;4;4;252;1508;1;09/05/2013;18/05/2013;37312,28;2984,98;932,8069;18/05/2013
340;4;4;260;1694;1;09/05/2013;18/05/2013;7623,00;609,84;190,5750;18/05/2013
341;4;4;258;1624;2;09/05/2013;18/05/2013;28297,50;2263,80;707,4375;18/05/2013
342;4;4;254;1548;2;09/05/2013;18/05/2013;59,94;4,80;1,4986;18/05/2013
343;4;4;257;1598;4;09/05/2013;18/05/2013;358,16;28,65;8,9539;18/05/2013
344;4;3;261;1658;5;09/05/2013;18/05/2013;43878,45;3510,28;1096,9613;18/05/2013
345;4;4;250;1536;5;14/05/2013;23/05/2013;414,92;33,19;10,0000;23/05/2013
346;4;4;253;1568;2;14/05/2013;23/05/2013;29989,58;2399,17;749,7394;23/05/2013
347;4;4;255;1648;5;14/05/2013;23/05/2013;142,41;11,39;3,5603;23/05/2013
348;4;4;256;1646;2;14/05/2013;23/05/2013;48030,68;3842,45;1200,7669;23/05/2013
349;4;4;259;1672;4;22/05/2013;31/05/2013;693,60;55,49;17,3400;31/05/2013
350;4;4;260;1600;1;22/05/2013;31/05/2013;1276,28;102,10;31,9069;31/05/2013
351;4;4;258;1522;1;22/05/2013;31/05/2013;2003,93;160,31;50,0981;31/05/2013
352;4;4;254;1570;2;22/05/2013;31/05/2013;28343,70;2267,50;708,5925;31/05/2013
353;4;4;252;1516;1;22/05/2013;31/05/2013;454,86;36,39;11,3715;31/05/2013
354;4;3;261;1506;5;22/05/2013;31/05/2013;43878,45;3510,28;1096,9613;31/05/2013
355;4;4;251;1626;2;22/05/2013;31/05/2013;7132,13;570,57;178,3031;31/05/2013
356;4;4;253;1542;2;22/05/2013;31/05/2013;28343,70;2267,50;708,5925;31/05/2013
357;4;4;255;1610;4;22/05/2013;31/05/2013;22516,73;1801,34;562,9181;31/05/2013
358;4;4;256;1638;5;22/05/2013;31/05/2013;34644,23;2771,54;866,1056;31/05/2013
359;4;4;259;1582;4;22/05/2013;31/05/2013;117,37;9,39;2,9342;31/05/2013
360;4;4;260;1510;5;22/05/2013;31/05/2013;143,04;11,44;3,5760;31/05/2013
361;4;4;258;1526;2;22/05/2013;31/05/2013;28199,33;2255,95;704,9831;31/05/2013
362;4;4;254;1644;1;22/05/2013;31/05/2013;3713,33;297,07;92,8331;31/05/2013
363;4;4;257;1680;4;22/05/2013;31/05/2013;19952,63;1596,21;498,8156;31/05/2013
364;4;3;261;1584;5;22/05/2013;31/05/2013;6540,66;523,25;163,5165;31/05/2013
365;4;4;251;1620;5;23/05/2013;01/06/2013;5711,48;456,92;142,7869;01/06/2013
366;4;4;253;1666;5;23/05/2013;01/06/2013;566,09;45,29;14,1522;01/06/2013
367;4;4;255;1592;2;23/05/2013;01/06/2013;97,97;7,84;2,4491;01/06/2013
368;4;4;256;1618;4;23/05/2013;01/06/2013;114,47;9,16;2,8618;01/06/2013
369;4;4;259;1612;4;23/05/2013;01/06/2013;132,65;10,61;3,3162;01/06/2013
370;4;4;260;1586;5;23/05/2013;01/06/2013;43878,45;3510,28;1096,9613;01/06/2013
371;4;4;258;1500;1;23/05/2013;01/06/2013;418,95;33,52;10,4738;01/06/2013
372;4;4;254;1656;4;23/05/2013;01/06/2013;240,72;19,26;6,0181;01/06/2013
373;4;4;257;1572;1;23/05/2013;01/06/2013;461,79;36,94;11,5448;01/06/2013
374;4;3;261;1562;4;23/05/2013;01/06/2013;253,32;20,27;6,3331;01/06/2013
375;4;4;251;1662;2;23/05/2013;01/06/2013;37,08;2,97;0,9269;01/06/2013
376;4;4;253;1682;4;23/05/2013;01/06/2013;21558,08;1724,65;538,9519;01/06/2013
377;5;4;252;1686;4;23/05/2013;01/06/2013;260,47;20,84;6,5118;01/06/2013
378;4;4;256;1684;5;23/05/2013;01/06/2013;86220,75;6897,66;2155,5188;01/06/2013
379;4;4;259;1534;4;23/05/2013;01/06/2013;465,29;37,22;11,6322;01/06/2013
380;4;4;260;1614;5;23/05/2013;01/06/2013;428,40;34,27;10,7100;01/06/2013
381;4;4;258;1588;5;29/05/2013;07/06/2013;40471,20;3237,70;1011,7800;07/06/2013
382;4;4;254;1622;5;29/05/2013;07/06/2013;272,44;21,80;6,8111;07/06/2013
383;4;4;257;1632;4;29/05/2013;07/06/2013;23671,73;1893,74;591,7931;07/06/2013
384;4;3;261;1608;5;29/05/2013;07/06/2013;5948,25;475,86;148,7063;07/06/2013
385;4;4;251;1576;5;29/05/2013;07/06/2013;91117,95;7289,44;2277,9488;07/06/2013
386;4;4;253;1590;1;29/05/2013;07/06/2013;525,00;42,00;13,1250;07/06/2013
387;4;4;255;1514;5;29/05/2013;07/06/2013;2003,68;160,29;50,0921;07/06/2013
388;4;4;252;1498;4;29/05/2013;07/06/2013;26455,28;2116,42;661,3819;07/06/2013
389;4;4;259;1674;2;29/05/2013;07/06/2013;944,37;75,55;23,6093;07/06/2013
390;4;4;260;1652;4;29/05/2013;07/06/2013;48186,60;3854,93;1204,6650;07/06/2013
391;4;4;258;1578;5;29/05/2013;07/06/2013;26720,93;2137,67;668,0231;07/06/2013
392;4;4;250;1538;5;29/05/2013;07/06/2013;37843,58;3027,49;946,0894;07/06/2013
393;4;4;257;1556;4;11/06/2013;20/06/2013;25531,28;2042,50;638,2819;20/06/2013
394;4;3;261;1554;5;11/06/2013;20/06/2013;278,84;22,31;6,9710;20/06/2013
395;4;4;251;1688;4;11/06/2013;20/06/2013;125,75;10,06;3,1437;20/06/2013
396;4;4;253;1580;5;11/06/2013;20/06/2013;150,79;12,06;3,7698;20/06/2013
397;4;4;255;1496;5;25/06/2013;04/07/2013;839,79;67,18;20,9948;04/07/2013
398;4;4;256;1494;2;25/06/2013;04/07/2013;8847,30;707,78;221,1825;04/07/2013
399;4;4;259;1650;5;25/06/2013;04/07/2013;171,08;13,69;4,2769;04/07/2013
400;4;4;260;1654;4;25/06/2013;04/07/2013;20397,30;1631,78;509,9325;04/07/2013
401;4;4;258;1664;3;25/06/2013;04/07/2013;14628,08;1170,25;365,7019;04/07/2013
402;6;4;254;1678;3;25/06/2013;04/07/2013;33350,63;2668,05;833,7656;04/07/2013
403;4;4;257;1616;5;25/06/2013;04/07/2013;414,86;33,19;10,3714;04/07/2013
404;4;3;261;1492;5;25/06/2013;04/07/2013;278,84;22,31;6,9710;04/07/2013
405;4;4;251;1602;5;12/07/2013;21/07/2013;1796,04;143,68;44,9009;21/07/2013
406;4;4;253;1540;4;12/07/2013;21/07/2013;124,36;9,95;3,1091;21/07/2013
407;4;4;255;1628;5;12/07/2013;21/07/2013;34644,23;2771,54;866,1056;21/07/2013
408;4;4;256;1604;4;12/07/2013;21/07/2013;1839,51;147,16;45,9876;21/07/2013
409;4;4;259;1690;5;22/07/2013;31/07/2013;146,29;11,70;3,6572;31/07/2013
410;4;4;250;1566;5;22/07/2013;31/07/2013;102,56;8,21;2,5641;31/07/2013
411;4;4;258;1698;5;22/07/2013;31/07/2013;150,79;12,06;3,7698;31/07/2013
412;4;4;254;1560;5;22/07/2013;31/07/2013;13669,43;1093,55;341,7356;31/07/2013
413;4;4;257;1692;5;30/07/2013;08/08/2013;9948,33;795,87;248,7083;08/08/2013
414;6;3;261;1696;2;30/07/2013;08/08/2013;28343,70;2267,50;708,5925;08/08/2013
415;4;4;251;1504;1;30/07/2013;08/08/2013;551,88;44,15;13,7970;08/08/2013
416;4;4;253;1544;1;30/07/2013;08/08/2013;6987,75;559,02;174,6938;08/08/2013
417;4;4;259;1514;5;04/08/2013;13/08/2013;2003,68;160,29;50,0921;13/08/2013
418;4;4;260;1498;4;04/08/2013;13/08/2013;26455,28;2116,42;661,3819;13/08/2013
419;4;4;258;1674;2;04/08/2013;13/08/2013;944,37;75,55;23,6093;13/08/2013
420;4;4;250;1652;1;04/08/2013;13/08/2013;3401,48;272,12;85,0369;13/08/2013
421;4;4;257;1578;3;04/08/2013;13/08/2013;62843,55;5027,48;1571,0888;13/08/2013
422;4;4;261;1538;5;04/08/2013;13/08/2013;37843,58;3027,49;946,0894;13/08/2013
423;4;4;251;1556;4;04/08/2013;13/08/2013;25531,28;2042,50;638,2819;13/08/2013
424;4;4;253;1554;5;04/08/2013;13/08/2013;285,36;22,83;7,1340;13/08/2013
425;4;4;255;1688;4;04/08/2013;13/08/2013;125,75;10,06;3,1437;13/08/2013
426;4;4;256;1580;5;04/08/2013;13/08/2013;150,79;12,06;3,7698;13/08/2013
427;4;4;259;1496;4;04/08/2013;13/08/2013;764,19;61,14;19,1048;13/08/2013
428;4;4;260;1494;2;04/08/2013;13/08/2013;8847,30;707,78;221,1825;13/08/2013
429;4;4;258;1650;5;04/08/2013;13/08/2013;171,08;13,69;4,2769;13/08/2013
430;4;4;254;1654;4;04/08/2013;13/08/2013;20397,30;1631,78;509,9325;13/08/2013
431;4;4;257;1664;3;04/08/2013;13/08/2013;14628,08;1170,25;365,7019;13/08/2013
432;4;4;261;1678;4;04/08/2013;13/08/2013;25334,93;2026,79;6331,0000;13/08/2013
433;5;4;251;1616;5;05/08/2013;14/08/2013;395,96;31,68;9,8989;14/08/2013
434;4;4;253;1492;5;05/08/2013;14/08/2013;285,36;22,83;7,1340;14/08/2013
435;4;4;255;1602;5;05/08/2013;14/08/2013;1796,04;143,68;44,9009;14/08/2013
436;4;4;256;1540;4;05/08/2013;14/08/2013;501,20;40,10;12,5299;14/08/2013
437;4;4;259;1628;5;05/08/2013;14/08/2013;34644,23;2771,54;866,1056;14/08/2013
438;4;4;250;1604;4;05/08/2013;14/08/2013;1839,51;147,16;45,9876;14/08/2013
439;4;4;258;1690;5;05/08/2013;14/08/2013;146,29;11,70;3,6572;14/08/2013
440;4;4;254;1566;5;05/08/2013;14/08/2013;102,56;8,21;2,5641;14/08/2013
441;4;4;257;1698;5;05/08/2013;14/08/2013;150,79;12,06;3,7698;14/08/2013
442;4;4;261;1560;5;05/08/2013;14/08/2013;13669,43;1093,55;341,7356;14/08/2013
443;4;4;251;1692;5;05/08/2013;14/08/2013;9637,11;770,97;240,9278;14/08/2013
444;4;4;253;1696;4;05/08/2013;14/08/2013;34118,70;2729,50;852,9675;14/08/2013
445;4;4;255;1504;1;05/08/2013;14/08/2013;551,88;44,15;13,7970;14/08/2013
446;4;4;256;1544;1;05/08/2013;14/08/2013;6987,75;559,02;174,6938;14/08/2013
447;4;4;259;1530;2;05/08/2013;14/08/2013;28072,28;2245,78;701,8069;14/08/2013
448;4;4;260;1508;1;05/08/2013;14/08/2013;37312,28;2984,98;932,8069;14/08/2013
449;4;4;250;1694;1;06/08/2013;15/08/2013;7623,00;609,84;190,5750;15/08/2013
450;4;4;254;1624;2;06/08/2013;15/08/2013;28297,50;2263,80;707,4375;15/08/2013
451;4;4;257;1548;2;06/08/2013;15/08/2013;59,94;4,80;1,4986;15/08/2013
452;4;4;261;1598;4;06/08/2013;15/08/2013;234,64;18,77;5,8661;15/08/2013
453;4;4;251;1658;5;06/08/2013;15/08/2013;43878,45;3510,28;1096,9613;15/08/2013
454;4;4;253;1536;4;06/08/2013;15/08/2013;2475,00;19,78;6,1811;15/08/2013
455;4;4;255;1568;2;06/08/2013;15/08/2013;49376,25;3950,10;1234,4063;15/08/2013
456;8;4;256;1648;5;06/08/2013;15/08/2013;142,41;11,39;3,5603;15/08/2013
457;4;4;259;1646;2;06/08/2013;15/08/2013;48030,68;3842,45;1200,7669;15/08/2013
458;4;4;260;1672;4;06/08/2013;15/08/2013;51113,75;4089,10;1277,8437;15/08/2013
459;4;4;258;1600;1;06/08/2013;15/08/2013;1276,28;102,10;31,9069;15/08/2013
460;4;4;254;1522;1;06/08/2013;15/08/2013;2003,93;160,31;50,0981;15/08/2013
461;4;4;257;1570;4;06/08/2013;15/08/2013;22516,73;1801,34;562,9181;15/08/2013
462;4;4;261;1516;1;06/08/2013;15/08/2013;454,86;36,39;11,3715;15/08/2013
463;4;4;251;1506;5;06/08/2013;15/08/2013;43878,45;3510,28;1096,9613;15/08/2013
464;4;4;253;1626;2;06/08/2013;15/08/2013;7132,13;570,57;178,3031;15/08/2013
465;4;4;255;1542;2;07/08/2013;16/08/2013;28343,70;2267,50;708,5925;16/08/2013
466;4;4;256;1610;4;07/08/2013;16/08/2013;22516,73;1801,34;562,9181;16/08/2013
467;4;4;252;1638;5;07/08/2013;16/08/2013;34644,23;2771,54;866,1056;16/08/2013
468;4;4;260;1582;5;07/08/2013;16/08/2013;694,17;55,53;17,3541;16/08/2013
469;4;4;258;1510;5;07/08/2013;16/08/2013;143,04;11,44;3,5760;16/08/2013
470;4;4;254;1526;2;07/08/2013;16/08/2013;28199,33;2255,95;704,9831;16/08/2013
471;4;4;257;1644;1;07/08/2013;16/08/2013;3713,33;297,07;92,8331;16/08/2013
472;4;4;261;1680;5;07/08/2013;16/08/2013;43878,45;3510,28;1096,9613;16/08/2013
473;4;4;250;1584;5;07/08/2013;16/08/2013;9799,65;783,97;244,9913;16/08/2013
474;4;4;253;1620;5;07/08/2013;16/08/2013;5711,48;456,92;142,7869;16/08/2013
475;4;4;255;1666;4;07/08/2013;16/08/2013;1503,18;120,25;37,5795;16/08/2013
476;4;4;256;1592;2;07/08/2013;16/08/2013;97,97;7,84;2,4491;16/08/2013
477;4;4;259;1618;4;07/08/2013;16/08/2013;114,47;9,16;2,8618;16/08/2013
478;4;4;260;1612;4;07/08/2013;16/08/2013;132,65;10,61;3,3162;16/08/2013
479;4;4;258;1586;5;07/08/2013;16/08/2013;43878,45;3510,28;1096,9613;16/08/2013
480;4;4;254;1500;1;07/08/2013;16/08/2013;418,95;33,52;10,4738;16/08/2013
481;4;4;252;1656;5;08/08/2013;17/08/2013;566,09;45,29;14,1522;17/08/2013
482;4;4;261;1572;1;08/08/2013;17/08/2013;461,79;36,94;11,5448;17/08/2013
483;4;4;251;1562;4;08/08/2013;17/08/2013;377,06;30,16;9,4264;17/08/2013
484;4;4;253;1662;2;08/08/2013;17/08/2013;37,08;2,97;0,9269;17/08/2013
485;4;4;255;1682;4;08/08/2013;17/08/2013;21558,08;1724,65;538,9519;17/08/2013
486;4;4;256;1686;4;08/08/2013;17/08/2013;507,09;40,57;12,6772;17/08/2013
487;4;4;259;1684;5;08/08/2013;17/08/2013;86220,75;6897,66;2155,5188;17/08/2013
488;4;4;260;1534;5;08/08/2013;17/08/2013;696,53;55,72;17,4132;17/08/2013
489;4;4;258;1614;4;08/08/2013;17/08/2013;663,00;53,08;16,5863;17/08/2013
490;4;4;254;1588;5;08/08/2013;17/08/2013;40471,20;3237,70;1011,7800;17/08/2013
491;4;4;257;1622;4;08/08/2013;17/08/2013;259,84;20,79;6,4961;17/08/2013
492;4;4;261;1632;5;08/08/2013;17/08/2013;38421,08;3073,69;960,5269;17/08/2013
493;4;4;251;1608;5;08/08/2013;17/08/2013;5948,25;475,86;148,7063;17/08/2013
494;4;4;253;1576;5;08/08/2013;17/08/2013;91117,95;7289,44;2277,9488;17/08/2013
495;4;4;255;1590;1;08/08/2013;17/08/2013;525,00;42,00;13,1250;17/08/2013
496;4;4;256;1514;5;08/08/2013;17/08/2013;2003,68;160,29;50,0921;17/08/2013
497;4;4;259;1498;4;10/08/2013;19/08/2013;26455,28;2116,42;661,3819;19/08/2013
498;4;4;260;1674;2;10/08/2013;19/08/2013;944,37;75,55;23,6093;19/08/2013
499;4;4;258;1652;4;10/08/2013;19/08/2013;51588,08;4127,05;1289,7019;19/08/2013
500;4;4;254;1578;3;10/08/2013;19/08/2013;62843,55;5027,48;1571,0888;19/08/2013
501;4;4;257;1538;5;10/08/2013;19/08/2013;37843,58;3027,49;946,0894;19/08/2013
502;4;4;261;1556;4;10/08/2013;19/08/2013;25531,28;2042,50;638,2819;19/08/2013
503;4;4;251;1554;4;10/08/2013;19/08/2013;402,73;32,22;10,0682;19/08/2013
504;4;4;253;1688;4;10/08/2013;19/08/2013;125,75;10,06;3,1437;19/08/2013
505;4;4;252;1580;5;11/08/2013;20/08/2013;150,79;12,06;3,7698;20/08/2013
506;4;4;256;1496;4;11/08/2013;20/08/2013;465,29;37,22;11,6322;20/08/2013
507;4;4;259;1494;2;11/08/2013;20/08/2013;8847,30;707,78;221,1825;20/08/2013
508;4;4;260;1650;5;11/08/2013;20/08/2013;171,08;13,69;4,2769;20/08/2013
509;4;4;258;1654;4;11/08/2013;20/08/2013;20397,30;1631,78;509,9325;20/08/2013
510;4;4;254;1664;3;11/08/2013;20/08/2013;14628,08;1170,25;365,7019;20/08/2013
511;4;4;257;1678;3;11/08/2013;20/08/2013;58685,55;4694,84;1467,1388;20/08/2013
512;4;4;261;1616;4;11/08/2013;20/08/2013;259,84;20,79;6,4961;20/08/2013
513;4;4;251;1492;4;11/08/2013;20/08/2013;402,73;32,22;10,0682;20/08/2013
514;4;4;253;1602;5;11/08/2013;20/08/2013;270,81;21,66;6,7701;20/08/2013
515;4;4;255;1540;4;11/08/2013;20/08/2013;2551,31;204,10;63,7828;20/08/2013
516;4;4;252;1628;5;11/08/2013;20/08/2013;34644,23;2771,54;866,1056;20/08/2013
517;4;4;259;1604;4;11/08/2013;20/08/2013;1839,51;147,16;45,9876;20/08/2013
518;4;4;260;1690;5;11/08/2013;20/08/2013;146,29;11,70;3,6572;20/08/2013
519;4;4;258;1566;5;11/08/2013;20/08/2013;102,56;8,21;2,5641;20/08/2013
520;4;4;250;1698;5;11/08/2013;20/08/2013;150,79;12,06;3,7698;20/08/2013
521;4;4;257;1560;5;12/08/2013;21/08/2013;13669,43;1093,55;341,7356;21/08/2013
522;4;4;261;1692;5;12/08/2013;21/08/2013;6756,12;540,49;168,9030;21/08/2013
523;4;4;251;1696;5;12/08/2013;21/08/2013;50860,43;4068,83;1271,5106;21/08/2013
524;4;4;253;1504;1;12/08/2013;21/08/2013;551,88;44,15;13,7970;21/08/2013
525;4;4;255;1544;1;12/08/2013;21/08/2013;6987,75;559,02;174,6938;21/08/2013
526;4;4;256;1530;2;12/08/2013;21/08/2013;28072,28;2245,78;701,8069;21/08/2013
527;4;4;259;1508;1;12/08/2013;21/08/2013;37312,28;2984,98;932,8069;21/08/2013
528;4;4;260;1694;1;12/08/2013;21/08/2013;7623,00;609,84;190,5750;21/08/2013
529;4;4;258;1624;2;12/08/2013;21/08/2013;28297,50;2263,80;707,4375;21/08/2013
530;4;4;254;1548;2;12/08/2013;21/08/2013;59,94;4,80;1,4986;21/08/2013
531;5;4;257;1598;5;12/08/2013;21/08/2013;222,04;17,76;5,5511;21/08/2013
532;4;4;261;1658;5;12/08/2013;21/08/2013;43878,45;3510,28;1096,9613;21/08/2013
533;4;4;251;1536;4;12/08/2013;21/08/2013;345,56;27,64;8,6389;21/08/2013
534;4;4;253;1568;2;12/08/2013;21/08/2013;15153,60;1212,29;378,8400;21/08/2013
535;4;4;255;1648;5;12/08/2013;21/08/2013;142,41;11,39;3,5603;21/08/2013
536;4;4;256;1646;2;12/08/2013;21/08/2013;48030,68;3842,45;1200,7669;21/08/2013
537;4;4;255;1530;2;13/08/2013;22/08/2013;28072,28;2245,78;701,8069;22/08/2013
538;4;4;256;1508;1;13/08/2013;22/08/2013;37312,28;2984,98;932,8069;22/08/2013
539;4;4;259;1694;1;13/08/2013;22/08/2013;7623,00;609,84;190,5750;22/08/2013
540;4;4;260;1624;2;13/08/2013;22/08/2013;28297,50;2263,80;707,4375;22/08/2013
541;4;4;259;1672;4;13/08/2013;22/08/2013;550,97;44,08;13,7742;22/08/2013
542;4;4;250;1600;1;13/08/2013;22/08/2013;1276,28;102,10;31,9069;22/08/2013
543;4;4;258;1522;1;13/08/2013;22/08/2013;2003,93;160,31;50,0981;22/08/2013
544;4;4;254;1570;2;13/08/2013;22/08/2013;28343,70;2267,50;708,5925;22/08/2013
545;4;4;257;1516;1;13/08/2013;22/08/2013;454,86;36,39;11,3715;22/08/2013
546;4;4;261;1506;5;13/08/2013;22/08/2013;43878,45;3510,28;1096,9613;22/08/2013
547;4;4;251;1626;2;13/08/2013;22/08/2013;7132,13;570,57;178,3031;22/08/2013
548;4;4;253;1542;2;13/08/2013;22/08/2013;28343,70;2267,50;708,5925;22/08/2013
549;4;4;255;1610;4;13/08/2013;22/08/2013;22516,73;1801,34;562,9181;22/08/2013
550;4;4;256;1638;5;13/08/2013;22/08/2013;34644,23;2771,54;866,1056;22/08/2013
551;4;4;259;1582;5;13/08/2013;22/08/2013;532,92;42,63;13,3229;22/08/2013
552;4;4;260;1510;5;13/08/2013;22/08/2013;143,04;11,44;3,5760;22/08/2013
553;4;4;250;1526;2;13/08/2013;22/08/2013;28199,33;2255,95;704,9831;22/08/2013
554;4;4;254;1644;1;13/08/2013;22/08/2013;3713,33;297,07;92,8331;22/08/2013
555;4;4;257;1680;4;13/08/2013;22/08/2013;19952,63;1596,21;498,8156;22/08/2013
556;4;4;261;1584;5;13/08/2013;22/08/2013;13361,04;1068,88;334,0260;22/08/2013
557;4;4;251;1620;5;14/08/2013;23/08/2013;5711,48;456,92;142,7869;23/08/2013
558;4;4;253;1666;5;14/08/2013;23/08/2013;696,53;55,72;17,4132;23/08/2013
559;4;4;255;1592;2;14/08/2013;23/08/2013;97,97;7,84;2,4491;23/08/2013
560;4;4;256;1618;4;14/08/2013;23/08/2013;114,47;9,16;2,8618;23/08/2013
561;4;4;259;1612;4;14/08/2013;23/08/2013;132,65;10,61;3,3162;23/08/2013
562;4;4;260;1586;5;14/08/2013;23/08/2013;43878,45;3510,28;1096,9613;23/08/2013
563;4;4;258;1500;1;14/08/2013;23/08/2013;418,95;33,52;10,4738;23/08/2013
564;4;4;254;1656;4;14/08/2013;23/08/2013;273,70;21,90;6,8426;23/08/2013
565;4;4;257;1572;1;14/08/2013;23/08/2013;461,79;36,94;11,5448;23/08/2013
566;4;4;261;1562;4;14/08/2013;23/08/2013;481,89;38,55;12,0472;23/08/2013
567;4;4;251;1662;2;14/08/2013;23/08/2013;37,08;2,97;0,9269;23/08/2013
568;4;4;253;1682;4;14/08/2013;23/08/2013;21558,08;1724,65;538,9519;23/08/2013
569;4;4;255;1686;4;14/08/2013;23/08/2013;567,38;452,00;14,1845;23/08/2013
570;4;4;256;1684;5;14/08/2013;23/08/2013;65240,18;5219,21;1631,0044;23/08/2013
571;4;4;252;1534;5;14/08/2013;23/08/2013;534,81;42,78;13,3702;23/08/2013
572;4;4;260;1614;4;14/08/2013;23/08/2013;136,65;10,93;3,4162;23/08/2013
573;4;4;258;1588;5;15/08/2013;24/08/2013;40471,20;3237,70;1011,7800;24/08/2013
574;4;4;254;1622;5;15/08/2013;24/08/2013;278,52;22,28;6,9631;24/08/2013
575;4;4;257;1632;4;15/08/2013;24/08/2013;23671,73;1893,74;591,7931;24/08/2013
576;4;4;261;1608;5;15/08/2013;24/08/2013;5948,25;475,86;148,7063;24/08/2013
